800
215	68	52	54	2
209	81	81	61	9
669	50	88	50	0
28	60	84	72	8
432	73	96	98	2
385	70	89	100	6
583	91	57	94	10
468	66	66	54	8
514	85	89	79	2
497	98	98	87	2
55	81	91	92	7
367	72	92	55	9
789	64	62	89	1
361	90	98	59	7
515	69	75	99	4
393	85	83	67	0
627	76	92	51	5
81	74	79	71	10
227	68	69	66	3
222	64	50	94	8
507	76	74	54	1
70	89	52	50	2
170	74	64	60	9
143	68	66	91	3
300	63	54	76	3
604	67	64	63	3
123	96	56	50	2
786	56	71	72	3
524	63	97	90	10
61	55	97	69	3
463	79	65	89	7
700	95	82	61	3
717	64	92	91	8
211	68	55	94	10
651	56	87	84	5
665	99	65	96	10
326	89	97	50	7
687	89	67	75	2
280	66	90	89	3
545	91	96	67	3
327	75	60	88	3
429	67	66	55	0
603	90	77	77	9
21	100	85	57	1
684	95	84	97	1
151	74	56	51	6
270	50	89	76	5
522	53	84	98	0
403	95	62	98	1
543	94	88	53	7
530	87	52	65	4
615	71	92	98	10
260	93	74	90	3
363	80	97	95	8
779	99	63	87	9
767	84	59	99	8
69	65	78	59	0
792	82	100	77	10
455	88	61	90	1
487	97	68	99	5
499	55	51	57	0
20	94	71	60	5
660	71	94	88	4
51	84	91	80	0
471	77	93	53	4
221	63	62	80	10
764	50	88	66	9
284	96	61	69	7
217	51	52	59	7
15	76	82	68	1
342	85	88	70	9
104	85	65	79	5
771	67	82	51	8
235	95	82	66	0
378	83	77	54	6
757	65	84	59	6
666	86	94	73	3
611	58	64	85	9
160	55	51	74	4
404	56	76	86	4
464	98	53	57	6
607	65	95	76	8
763	88	78	57	5
456	100	97	88	6
54	87	99	69	3
13	75	77	55	3
613	69	71	52	5
739	55	61	63	8
641	73	90	75	7
777	75	63	91	3
440	77	81	50	0
233	71	68	80	8
53	66	86	62	3
180	54	50	77	2
462	50	50	79	4
704	67	53	55	2
88	68	98	60	4
571	77	55	95	8
152	100	66	66	6
301	68	50	96	1
561	64	96	59	1
7	78	96	93	8
778	56	80	82	3
36	66	82	95	3
251	59	97	96	4
149	50	88	57	8
290	51	67	97	9
723	54	78	61	1
511	92	57	94	5
710	51	93	50	5
734	63	59	71	5
156	53	84	79	9
433	80	52	60	7
248	55	62	59	10
584	93	97	83	9
288	97	63	85	2
405	53	72	58	6
194	71	56	98	8
677	90	94	77	8
289	59	67	88	10
526	99	87	85	9
282	51	64	78	9
443	82	94	76	9
380	96	57	79	8
184	93	66	65	5
302	52	82	89	0
442	67	77	56	1
413	57	97	60	8
628	71	90	61	1
171	76	70	74	3
394	62	88	79	3
740	98	80	69	9
466	62	51	90	1
201	98	98	93	5
705	99	98	99	0
741	71	77	64	4
218	97	54	97	1
250	91	70	91	0
362	66	53	100	9
735	93	76	77	1
309	82	66	63	1
635	88	78	78	7
34	94	88	56	9
580	78	51	54	9
475	50	76	99	4
356	94	69	98	7
794	60	84	76	3
213	54	80	62	8
192	94	79	68	8
287	58	64	88	6
759	91	64	88	8
3	84	64	53	6
246	75	75	53	2
276	83	98	69	5
76	89	92	81	7
708	71	98	96	4
237	76	70	97	1
476	57	99	53	0
205	59	99	68	5
754	81	54	72	0
711	51	55	56	4
4	77	97	73	5
261	64	91	83	9
783	94	75	65	0
44	53	97	51	3
319	60	88	63	3
626	99	71	64	7
323	73	88	69	9
9	74	90	66	3
621	81	83	50	8
416	84	88	59	3
229	69	51	57	5
430	71	61	83	2
148	76	97	96	2
75	81	65	84	5
376	80	89	73	8
648	69	68	55	6
588	62	66	57	7
765	86	54	81	5
298	73	77	59	4
620	99	91	91	6
316	99	52	68	9
332	99	54	72	6
410	95	76	81	2
137	75	57	94	1
782	92	68	60	10
554	51	55	72	1
728	69	72	96	2
709	79	97	83	4
568	57	87	52	3
540	65	78	93	10
567	60	82	51	1
595	97	60	62	7
266	89	53	54	0
32	89	97	78	4
242	69	96	92	4
601	75	52	67	9
126	81	83	90	7
67	50	58	90	0
659	81	68	52	9
472	66	94	67	2
485	81	62	55	1
370	78	98	55	5
448	83	95	56	10
203	80	94	91	10
781	56	80	64	6
390	54	73	76	9
481	53	92	72	1
673	62	72	71	9
712	54	50	60	4
766	55	90	93	4
87	51	89	77	1
548	57	70	94	4
697	59	90	60	10
698	50	88	100	1
296	100	78	64	6
679	57	62	51	7
619	68	96	78	7
207	52	99	76	0
415	61	72	80	6
612	90	64	84	1
797	91	53	92	1
435	54	77	79	1
93	95	80	60	1
277	51	79	90	5
283	78	76	63	2
693	96	88	72	0
17	51	88	71	4
292	77	78	61	10
254	65	94	100	0
46	71	84	50	6
569	98	92	95	0
695	95	92	61	2
191	77	89	50	9
409	100	84	51	5
24	50	98	70	10
140	63	59	89	8
395	91	92	68	10
640	89	89	77	9
299	52	98	87	0
347	52	81	99	10
560	84	63	96	5
304	94	53	92	0
707	79	93	68	2
508	53	77	69	2
748	65	64	55	2
196	88	84	52	0
348	82	89	54	2
784	68	84	73	5
482	59	62	60	5
391	56	73	100	3
164	92	94	99	2
40	91	55	73	3
658	86	67	66	4
434	74	81	81	0
86	55	75	89	1
29	86	87	84	6
72	82	80	74	5
714	77	68	91	10
721	84	69	57	3
163	62	84	62	5
186	56	65	54	8
663	74	77	70	5
150	58	100	94	6
272	86	51	64	5
681	69	68	99	1
467	82	99	88	3
502	77	53	100	5
303	66	98	61	9
374	90	94	70	2
785	76	64	98	2
366	96	66	86	9
153	73	59	62	8
703	99	79	66	7
668	77	80	51	2
563	54	88	64	3
286	81	92	80	0
582	51	65	62	8
447	83	70	70	8
672	74	84	100	7
78	90	100	76	4
166	57	96	97	6
73	55	94	72	10
542	53	80	74	0
47	61	72	76	10
581	59	58	76	3
354	60	68	51	0
639	61	96	64	6
551	74	93	83	10
231	90	98	55	10
528	58	98	78	7
146	62	90	70	8
402	90	95	59	5
715	50	66	93	7
306	55	50	100	6
696	84	60	61	1
223	52	85	94	3
97	51	70	89	10
555	69	60	78	8
295	59	60	57	4
573	94	69	56	5
525	51	97	72	0
591	76	76	77	2
760	79	98	92	5
90	70	91	82	1
79	50	61	93	1
401	94	53	100	1
632	66	95	94	1
335	91	77	86	2
756	50	54	59	7
531	87	83	59	10
161	97	94	61	2
42	90	76	95	8
682	87	63	82	2
459	59	83	90	3
243	90	65	85	6
702	77	99	50	4
633	90	95	50	3
357	82	85	74	7
745	96	91	98	3
750	54	73	54	10
770	64	94	92	2
796	99	59	76	5
407	81	96	98	10
134	86	86	90	8
297	80	66	59	9
107	51	72	94	3
267	97	56	70	10
129	87	94	54	2
271	87	87	94	8
74	76	89	66	5
382	90	64	70	3
183	63	69	93	10
444	62	75	52	2
210	75	83	77	7
553	56	72	50	8
450	85	66	58	1
479	100	61	76	8
749	80	74	68	6
751	75	70	66	5
594	94	59	64	1
108	69	68	80	8
10	96	61	76	2
